id,text,Room_Facilities,Service_Staff,Location,Food_Beverage,Price_Value,General
25e02619-3402-4d72-a777-2dff84d765b5,mất nón đèn tối nhân_viên ổn nhưng chưa đủ nhiệt_tình giá rẻ,0,1,0,0,2,1
eaa310d1-3d1b-4351-a13a-364a09a55c5e,mình đặt cho bạn mình ở bạn mình có cho feedback là phòng cũng tạm ổn nhưng trong phòng thiết_bị còn thiếu như máy_sấy ổ cắm điện thì cắm lúc lên lúc không còn vị_trí khách_sạn thì ổn_áp rồi nên không có gì phải phàn_nàn cả,0,0,0,0,0,2
7fefb59b-a88f-417a-92de-671cacf0bae2,phòng sạch_sẽ kích_thước phòng lớn vị_trí rất tốt bãi đậu xe tốt nhân_viên hợp_tác wry giá tốt,2,2,0,0,0,0
3369eabb-db17-46ef-a152-b02ba12fadf8,tôi book phòng lớn hơn 30 m2 nhưng đưa tôi phòng chỉ hơn 20 m2,0,0,0,0,0,2
41b7f478-3bf1-4c95-a1c0-1bfd5e426946,quá tuyệt_vời có máy_sấy tóc giặt_sấy đồ miễn_phí quá ổn,2,0,0,0,0,2
4523ade3-7e3a-49fa-af51-928ba094a98d,khahc_sạn gần trung_tâm sach sẽ,0,0,2,0,0,2
d4e5f6g7-0000-4000-8000-000000000305,sữa_chua trái_cây buổi sáng mix rất ngon chua chua ngọt ngọt,0,0,0,2,0,0
c3d4e5f6-0000-4000-8000-000000000223,đồ_ăn nhạt_nhẽo khay thức_ăn thì để dơ_bẩn không ai lau_chùi,0,1,0,1,0,0
4c988bb9-90b7-45d6-8b6e-c5abd796b022,khách_sạn tuyệt_vời trong quá_trình ở ngày checkin ngày checkout ông chủ thường_xuyên ngồi trước khách_sạn cực_kỳ tốt_bụng mình đi khám bệnh mà cũng được ông chủ hỏi_han sức_khỏe nữa cảm_thấy rất mát_lòng dịch_vụ tốt chỉ có nghiệp_vụ 2 bé lễ_tân làm_việc hơi rập_khuôn cứng nhắc 1 xíu không linh_động lắm nhưng vẫn lễ_phép cô chủ cũng vui bình_thường còn chị dọn phòng rất vui_tính và dễ_thương,0,2,0,0,0,0
k1l2m3n4-0000-4000-8000-000000001012,một dĩa cơm chiên tỏi giá 150k thật sự là ăn cướp giữa ban ngày,0,0,0,1,1,0
0e83f821-44c7-46e3-a67d-26d4bce46c81,gần sân_bay tiếp_nhận của nó là thân_thiện nhưng có_lẽ nó vì tôi đeo mạng che_mặt vì_vậy họ có một_chút kỳ_quặc tiếp_tục khi nó đi kèm không có phòng khách_sạn là chưa sẵn_sàng vì_vậy tôi đã phải chờ khoảng 20 phút u biết gì khi tôi đi vào phòng mình sàn vẫn còn lầy_lội ẩm_ướt và dính nhưng sạch_sẽ toàn_bộ khách_sạn là khá với mức giá rẻ nhưng rất sạch_sẽ,2,0,0,0,0,0
95a7b038-d931-4254-8c3d-d0dce284126a,khách_sạn ổn nhưng phòng cách âm không được tốt có_thể nghe tiếng_nói chuyện phòng bên cạnh rõ_ràng hôm sau khi dùng_bữa sáng nhân_viên nha hang phục_vụ phía ngoài vườn có thái_độ không tốt khi chúng_tôi cần hỗ_trợ bù lại nhân_viên lễ_tân và bellman rất tốt,1,1,0,0,0,0
b2d4750d-3ace-4cc1-ac81-5439d178f384,đặc_biệt đầu_tiên là xung_quanh khách_sạn có rất nhiều quán ăn sáng thú_vị và rất ngon_quán cafe bên cạnh rất vintage nhân_viên rất nhiệt_tình phòng rất sạch_sẽ bộ chăn ga khăn phải nói là trắng_tươm cảm_giác như mới giúp mình cảm_thấy thật_sự thoải_mái phòng vệ_sinh và phòng tắm làm mình yêu_thích nhất ở sự sạch_sẽ đến từng góc_cạnh cảm_ơn khách_sạn đã tặng mình sự thoải_mái,2,2,2,0,0,0
89a99e5e-a044-4a66-9d65-6138cdabcbd9,nhân_viên rất nhiệt_tình và dễ_thương,0,2,0,0,0,0
h8i9j0k1-0000-4000-8000-000000000707,cống nhà_tắm bốc mùi hôi thối nồng_nặc đĩa trái_cây dọn ra thì dập nát héo_úa,1,0,0,1,0,0
bd5b1805-44dd-4a8a-b426-4069f69826c0,3 lần mình về tp hồ chí_minh đều book khách_sạn này phòng_ốc sạch_sẽ nhân_viên thân_thiện đặt_biệt ăn sáng búp fe nhiều món ngon lại tiện nữa,0,2,0,2,0,2
e41331ec-a6f8-4764-b9ae-08749c5fb90e,ưu_điểm vị_trí dễ tìm bên ngoài mới sang_trọng nhược_điểm phòng cũ nhà_vệ_sinh hôi_tiếng ồn do khu kế bên đang xây_dựng máy_lạnh cũ máy_lạnh chạy kêu_tiến lớn ồn_ào nước không nóng nổi,1,0,2,0,0,0
pv02-4000-8000-000000000251,chất lượng phòng ốc đỉnh cao sạch sẽ giá cả lại sinh viên tụi mình rất hài lòng,2,0,0,0,2,0
c96525ca-76b1-4d2f-8817-77808a274fff,khách_sạn sạch_sẽ nhân_viên nhiệt_tình chắc_chắn sẽ quay lại,0,2,0,0,0,2
d7d7363e-0e9c-4856-9520-e07f0474cf2a,tôi lo_lắng vì máy điều hòa bị rò_rỉ nước tiếng ồn xây_dựng liên_tục khiến tôi khó ngủ,1,0,0,0,0,1
h8i9j0k1-0000-4000-8000-000000000721,ly nước_cam vắt tính phí một_trăm ngàn đúng là chặt_chém khách du_lịch,0,0,0,1,1,0
168f0244-6f48-4819-a8f7-9e178887a8b1,khách_sạn tốt nhân_viên bellboy rất thân_thiện nhiệt_tình,0,2,0,0,0,0
16c0d306-562c-4dc1-846b-25008465bfac,thích_hợp cho các cặp đôi gần sân_bay,0,0,0,0,0,2
1f644e4b-4bb1-48e4-a318-5c63fe3b767a,vị_trí không sao gần chợ benh tah,0,0,2,0,0,0
b8b88865-6e13-4db2-8f56-a23b868fa8d9,khách_sạn oki đồ_ăn ngon nhân_viên thân_thiện,0,2,0,2,0,0
76ab7a4c-0200-41d9-8e11-64b677d353f8,đồ_ăn sáng ổn nhân_viên thân_thiện phòng hơi cũ diện_tích hơi nhỏ so với giá tiền nhưng khách_sạn nằm ngay trung_tâm nên cũng tạm chấp_nhận được,2,0,2,2,0,0
0c91cb75-a16c-498d-8163-c654e6f669cb,khách_sạn không sạch_sẽ còn nhiều vết dơ mền_gối không sạch,1,0,0,0,0,0
8f6ee806-7449-40a8-add7-23f0be1383ae,phòng ổn cách âm_kém ti_vi không dùng được còn lại khá ok,1,0,0,0,0,0
28b79039-5732-432c-a233-ec142a2bd054,vị_trí gần sb_tiện di_chuyển bạn phục_vụ nhiệt_tình phù_hợp trong tầm giá,0,0,2,0,0,0
bc0d5202-b02a-447d-880a-5a80c6461002,nghe nói máy nước nóng không hoạt_động thông_qua xem_xét nhưng tôi chắc_chắn họ đã khắc_phục nó chuyến đi này nhà_vệ_sinh sạch không_khí lạnh nước đủ nóng chỉ có tv thông_minh không_thể kết_nối,2,0,0,0,0,2
h8i9j0k1-0000-4000-8000-000000000665,nước_lèo bún_bò mặn_chát y như đổ cả ký muối vào nồi,0,0,0,1,0,0
pv02-4000-8000-000000000213,mình book được phòng vip có bồn sục jacuzzi mà giá chỉ ngang phòng thường quá hời,2,0,0,0,2,0
d4e5f6g7-0000-4000-8000-000000000309,khăn trải bàn nhà_hàng cáu bẩn đồ_ăn thì ruồi bu tùm_lum,1,0,0,1,0,0
ceb212bf-a457-4f3b-b451-c35d4ecd2986,khách_sạn dịch_vụ chăm_sóc rất tốt phòng nhỏ nhưng bù lại tolet_thoáng hơn sạch_sẽ chăn ga giường mới và êm_ái ngủ ngon,2,0,0,0,0,2
de4f9d4a-e70d-4396-b2c5-d8461c97afcb,drap giường ngứa như để lâu năm khóa an_toàn bị gãy,1,0,0,0,0,0
fc888688-7f51-47e9-ab2b-912e13e937db,không có lòng hiếu_khách và các biện_pháp để làm cho khách của họ cảm_thấy thoải_mái khi các quy_tắc nhà_lạ được thực_hiện mà không có bất_kỳ ý_nghĩa thông_thường 1 khi bạn đặt một căn_hộ hai phòng cho 3 người và đã tức_giận rằng cả 3 khách phải kiểm_tra cùng một lúc thất_bại mà họ phải đặt phòng khác không có ý_thức chung trong suy_nghĩ khi việc triển_khai phi_logic của nó được thực_thi 2 tôi có 3 quyền ăn sáng và đến quán cà_phê một_mình và chỉ lấy vài miếng bánh_mì và bơ để đi cùng với bữa sáng tự mua ở trên lầu mà tôi tự pha cà_phê khi trà và cà_phê hút cùng với thức_ăn tôi đã nói một_cách thô_lỗ rằng tôi sẽ bị buộc_tội mang vài miếng bánh_mì khi không ai trong chúng_tôi sử_dụng bữa ăn sáng của chúng_tôi trên thực_tế nó nên được khách_sạn chấp_nhận tốt vì thực_tế là chúng_tôi đã từ_bỏ bữa ăn ngon_miệng và tiết_kiệm chi_phí nhân_lực để dọn bàn và bát_đĩa bẩn một biện_pháp phi_logic khác có_thể chấm_dứt sự bảo_trợ của tôi đến khách_sạn này với mỗi lần đặt phòng khi tôi ở hcm,1,1,0,0,0,1
3591e4aa-a2d4-473a-ae73-7a14bb6534fc,nửa_đêm nhân_viên mở khóa vào phòng_không 1 lý_do không gọi điện trước cũng không giải_thích luôn nhân_viên lễ_tân không chuyên_nghiệp ngồi túm 5 tụm 3 cười đùa_chỗ gửi xe quá bé bảo_vệ thì không hỗ_trợ,0,1,0,0,0,0
f225d364-059b-4156-945a-3922ad3190bd,vi_tri tot dvu tot sach se tien_nghi,2,0,2,0,0,0
2ac58f3a-5661-4571-be11-67e1f7886743,khách_sạn sạch_sẽ phòng khá rộng vị_trí gần sân_bay rất thuận_tiện cho việc đi_lại nhân_viên nhiệt_tình và vui_tính nếu có thêm phục_vụ ăn sáng thì tuyệt_vời,1,2,0,0,0,0
015e6c4e-9c99-406b-8135-0c0bfcc1922c,hệ_thống điện không dễ sử_dụng điện_thoại bàn hỏng máy_lạnh thì kêu như máy_bay cất_cánh khách_sạn ngày mặt_tiền đường thuận_tiện vì có việc đi sớm nên không kịp ăn sáng tại khách_sạn nhân_viên làm hoặc mua 2 xuất take_away nhưng khi mở ra không dám ăn là cơm rang kèm 2 quả trứng luộc 1 miếng xúc xích khô_queo nước đóng chai trong phòng đã bị mở nắp trước,1,0,2,0,0,1
d4e5f6g7-0000-4000-8000-000000000277,nhà_hàng làm bò bít_tết dai nhách gọi nhân_viên thì bị lơ đẹp,0,1,0,1,0,0
0e67acf7-fb9f-473b-b4fa-20963c9c5914,rộng_rãi thoải_mái đầy_đủ tiện_nghi nhiệt_tình khu_vực rất tiện việc đi_lại,2,0,2,0,0,0
b0674785-45a8-4aa3-b7fe-75d28e47c52b,nhìn_chung rất hài_lòng đặc_biệt là các mặt_hàng trong minibar 2 lon bia 4 chai nước_khoáng 1 lon nước dừa 1 chai nước cam 2 miếng snack miễn_phí cho khách_hàng các nhân_viên rất hữu_ích bữa sáng rất chất_lượng và số_lượng phòng ấm_cúng phòng tập_thể_dục và thiết_bị và là tiêu_chuẩn cho khách_sạn 4 sao hồ bơi chỉ rộng khoảng 3x6 mét và sâu 1 2 m nước không trong không có khu vui_chơi trẻ_em,2,0,0,0,0,2
3ae36e25-b66a-48c2-b24e-6f0272801d81,khách_sạn rộng_rãi tiện_nghi nhân_viên nhiệt_tình dễ_thương dịch_vụ hoàn_hảo sẽ quay lại lần sau,2,2,0,0,0,0
5b02279f-33e7-4cbe-98b7-4b1cd809bcb1,chúng_tôi đến sớm tại khách_sạn charner khoảng 6 giờ sáng nhưng một trong những chàng trai ngủ ở quầy lễ_tân đã không tìm thấy đặt phòng của chúng_tôi vì_vậy chúng_tôi chỉ đi dạo và đi kiểm_tra tại quầy lúc 10 giờ sáng may_mắn thay hai nhân_viên tiếp_tân xinh_đẹp đã tìm thấy đặt phòng của chúng_tôi và cho_phép chúng_tôi nhận phòng sớm thật tuyệt_vời vì chúng_tôi đã kiệt_sức rồi địa_điểm rất tốt vì gần với khu_vực ăn_uống chợ bến thành chợ đêm và đại_lý du_lịch kích_thước trang_trí và tiện_nghi của phòng là tốt thực_phẩm không halal họ được cung_cấp gói dịch_vụ với giá chỉ có giá rẻ bình_luận nhỏ là phòng tắm cửa không ở trong tình_trạng tốt khác hơn là hoàn_hảo,0,1,0,2,2,0
76f79c52-794a-42a6-8a5f-6cf14de36558,hotel quá tệ đối_diện là quán bar mở rất muộn ồn_ào không có cách âm_tường đập uỳnh uỳnh không_thể ngủ nổi xung_quanh hotel là các bãi nôn_siêu khủng_khiếp nhà t check in lúc 12 h đêm do chuyến bay muộn và 1 h sáng check out luôn vì không_thể chịu nổi bỏ luôn 2 đêm đã đặt ở đây máy_lạnh cũ hỏng sập nguồn liên_tục nóng_điên xuống check out nvien không tỏ ra bất_ngờ j như đã quá quen với việc này phòng nhỏ hẹp hôi cũ ngoài vị_trí tại q1 thì nói_chung không được 1 cái điểm j ổn ảnh chụp phòng_không giống với phòng thực_tế bên ngoài quá thất_vọng,0,0,1,0,0,1
a1b2c3d4-0012-4000-8000-000000000012,phở buổi sáng ở đây rất ngon mình ăn tận 2 tô,0,0,0,2,0,0
7441b019-36d5-4eac-aa71-7bdc831408cc,rất tốt mọi mặt sẽ ghé lại ủng_hộ dịp sau,0,0,0,0,0,2
49d47235-c515-434e-be48-e37ca27d14f3,tuyệt_vời khi chúng_tôi trả phòng thì trời đang mưa to bạn nhân_viên rất nhiệt_tình hỗ_trợ mua 1 cái áo_mưa để chúng_tôi có_thể di_chuyển,0,2,0,0,0,0
b26de975-d97a-4fe4-9c56-6b0e13fea2f9,mọi thứ đều tốt tôi rất hài_lòng thank you,0,0,0,0,0,2
bf9bedc5-fe82-4d87-a171-f71e5f0500fb,khách_sạn rất gần chợ bến thành rất thuận_tiện có rất nhiều nhà_hàng halal có sẵn cho du_khách hồi_giáo một điều tôi rất tiếc là tôi đã đặt 2 phòng hạng sang trong 3 đêm vì tôi nhận phòng trễ tôi đã thông_báo cho khách_sạn trước đó một trong những phòng hạng sang của tôi đã đến phòng nhỏ hơn vì_vậy một trong những căn phòng rất nhỏ và tôi nghĩ nó không công_bằng vì không có khoản bồi_hoàn nào được thực_hiện,0,0,2,0,1,0
baa220c2-6ae9-479d-bb9b-50e685b4e4df,phòng mình ở tv_bật không lên phòng tắm không mở sang vòi_sen được cửa khóa bên trong bị hỏng phòng 30 x,1,0,0,0,0,0
8824ee75-0132-4dbf-9840-186ce015c338,đặt phòng standard with city cảnh_quan cho 2 người giường queen lên check in thì nhận phòng twin 2 giường phòng chưa dọn giường trống không ga trải không gối,1,0,0,0,0,0
pv14-4000-8000-000000001413,mua combo vé máy bay và khách sạn giá siêu hời phòng ốc thiết kế siêu đẹp sống ảo mỏi tay,2,0,0,0,2,0
f32de4bd-c503-41f0-93dc-0f63eb21afa9,nó không giống như quảng_cáo mọi người nên tìm kỹ mọi thông_tin trước khi quyết_định chọn hay không khách_sạn này là không tốt,0,0,0,0,0,1
pv14-4000-8000-000000001402,bỏ đống tiền ra thuê phòng mà nệm cứng như đá ngủ đau ê ẩm cả lưng xót xa,1,0,0,0,1,0
f3ddf30e-f2a5-4743-8f1d-c3dc7df7d94f,trải_nghiệm thú_vị nhân_viên thân_thiện và nhiệt_tình,0,2,0,0,0,2
78fe9d79-9b25-489b-ad00-c6d094d443c5,phòng quá tệ không như miêu_tả trên app hỏi lễ_tân thì lễ_tân nói không up hết hình lên cho mình ở lầu 6 nhưng thang_máy tới lầu 5 phải đi bộ lên 1 lầu không_gian bí_bách không có cửa_sổ máy_lạnh không lạnh không có ổ_điện như trên hình ổ_điện bị tủ che phải kiếm mới có tủ_lạnh không gắm điện sẵn mình tới phải tự cắm mở ra mùi rất hôi nói_chung là quá tệ,1,0,0,0,0,0
562e1397-dcc8-41e4-a163-3a7bb9ae7695,điều hòa cũ nên hơi có mùi ẩm một_chút phòng tắm cũ nên trông không vệ_sinh lắm,1,0,0,0,0,0
i9j0k1l2-0000-4000-8000-000000000769,phòng hôi mùi ẩm mốc kinh khủng thức ăn dọn lên thì ruồi nhặng bay quanh mâm,1,0,0,1,0,0
463a56b3-dace-4a94-a5a5-10866dab6ea4,khách_sạn sạch_sẽ đậu xe thoải_mái nhân_viên cực_kỳ dễ_thương thân_thiện và tạo điều_kiện cho cả nhà,0,2,0,0,0,2
j0k1l2m3-0000-4000-8000-000000000940,đừng ai dại mà tới đây thức ăn ôi thiu mốc meo làm cả nhà mình tào tháo rượt,0,0,0,1,0,1
49c57d9e-30c1-412a-83f5-4452411f242e,phòng tuy nhỏ và cũ nhưng nhân_viên rất thân_thiện và hỗ_trợ khách tận_tình,1,2,0,0,0,0
42e166dc-e59e-4ccf-adc6-890ec65ba664,trang_thiết_bị nội_thất không mới lắm nhưng mình thích thiết_kế của phòng có dịp sẽ còn quay lại,2,0,0,0,0,2
2cc47a95-d68f-4fd6-9e3e-f2a67cb5541b,tạm được mọi thứ khá ok được_cái gần sân_bay tiện đi_lại,0,0,2,0,0,0
pv12-4000-8000-000000001210,đồ uống trong minibar giá cắt cổ một chai nước suối chém 50 cành đúng là móc túi khách hàng,0,0,0,1,1,0
c0142b77-3c88-4594-9168-fd93d2eb3312,tôi ở đây để chuyển_tiếp do sự gần_gũi với sân_bay các nhân_viên hữu_ích và thân_thiện chỉ có sự thất_bại là giấy vệ_sinh trong bồn vệ_sinh khi tôi mở nắp chỗ ngồi với một nhãn_hiệu nói rằng quot khử_trùng quot nó có mọi thứ bạn cần cho một khách_sạn quá_cảnh cơ_bản tôi nhớ bữa ăn sáng vì chuyến bay sớm của tôi do_đó không_thể bình_luận về thực_phẩm tôi sẽ quay lại chuyến đi tiếp_theo của tôi cảm_ơn,1,2,2,0,0,0
ba6b0881-d4ad-4753-8bf1-30ef866edc9c,thật rối_rắm mỗi phòng đều phức_tạp mùi thức_ăn liên_tục thoang_thoảng trong không_khí phòng trên và phòng kế bên rất ồn_ào bạn có_thể nghe thấy tiếng người đi_lại,1,0,0,0,0,0
b585c154-0da0-45b7-9a60-47ea8b20e3e2,rất hài_lòng trang_thiết_bị đầy_đủ,2,0,0,0,0,0
e750a607-1b10-4e37-9011-25aa78576cbb,khách_sạn không có xửa sổ mặc_dù đã có thông_báo trước ở đóng_cửa thì ngộp thiếu oxy tối ngủ tôi để cửa_hé nhưng không sao chứng_tỏ an_ninh tốt để tốt hơn nên làm thêm cái chốt cửa để mở hé khi khách muốn cho thoáng phòng có mùi thuốc_tẩy và khử mùi nên mới đầu_hơi khó_chịu,1,0,0,0,0,0
i9j0k1l2-0000-4000-8000-000000000846,sinh tố dâu lợn cợn đá viên pha toàn bột siro hóa học nhạt toét uống phát ói,0,0,0,1,0,0
0aeb9fdf-0673-4620-a134-c80f537cbfa8,gần sân_bay nhưng rất xa thành_phố,0,0,2,0,0,0
22c7cc16-c6db-4744-a909-fa1a87e975a0,phòng sạch_sẽ nhân_viên thân_thiện nhiệt_tình buffet sáng tương_đối đa_dạng đồ_ăn ngon,2,2,0,0,0,0
i9j0k1l2-0000-4000-8000-000000000824,giá phòng mắc như quỷ mà đồ uống trong phòng tính phí đắt gấp 10 lần bên ngoài,0,0,0,1,1,0
b239e30d-6c03-4933-a7e7-ecc5ef1962c0,nhân_viên khách_sạn thực_sự hữu_ích và có_thể nói được tiếng anh khi tôi cho xem file_booking của ứng_dụng thì họ nhận ra rất nhanh cách chợ bến_tân chỉ 200 m nhược_điểm là chỉ có khu_vực đậu xe hạn_chế xung_quanh khách_sạn nhìn_chung là tốt cho khách_sạn hai sao,0,2,0,0,0,1
174d3407-07bd-4f28-a540-5c3f87e4d097,rất ok rất nhiều hàng_quán quanh đấy,0,0,0,2,0,2
2995b563-3a1e-4033-9b94-6bfc39e78faa,vị_trí chiến_lược đến trung_tâm thành_phố gần atm cửa_hàng tiện_lợi quán cà_phê và nhà_hàng ngon nhân_viên thân_thiện và hữu_ích họ cũng dọn phòng và đổ đầy nước hàng ngày mà không cần tôi yêu_cầu mặc_dù đêm đầu_tiên máy_lạnh bị rò_rỉ nhưng sau đó họ đã nhanh_chóng sửa_chữa,0,2,2,0,0,2
3073c1b5-0bee-4b70-a6d2-abed4201ba33,dịch_vụ giặt_ủi miễn_phí hàng ngày rất hữu_ích và cũng nhanh nữa,0,0,0,0,0,2
c3d4e5f6-0000-4000-8000-000000000226,sữa_chua nếp_cẩm tráng_miệng làm nhà_làm cực_kỳ xuất_sắc,0,0,0,2,0,0
d19f5103-0ef1-46c1-a17e-0c3a35ee6895,phòng sạch_sẽ thoải_mái nhân_viên thân_thiện nhiệt_tình,2,2,0,0,0,0
e65db34c-3526-4fa7-991b-46c44d084d55,khách_sạn gần sb sạch_sẽ nhân_viên nhiệt_tính,1,2,0,0,0,0
i9j0k1l2-0000-4000-8000-000000000802,cực kỳ tồi tệ đồ ăn ôi thiu làm cả nhà mình ngộ độc ói mửa,0,0,0,1,0,1
j0k1l2m3-0000-4000-8000-000000000857,khách sạn ở xa trung tâm đường đất đỏ khó đi nhưng lẩu gà lá é nấu siêu ngon,0,0,1,2,0,0
d4e5f6g7-0000-4000-8000-000000000320,nằm ở trung_tâm đắc_địa mà đồ_ăn sáng cũng đầu_tư cực_kỳ bài_bản ngon lắm,0,0,2,2,0,0
28bfd5a7-c0a4-4082-acda-4118ecc244e3,dành điểm 10 cho các nhân_viên khách_sạn từ bảo_vệ lễ_tân bếp ăn đến vệ_sinh đều tuyệt_vời chị bình và em nhi bên bếp ăn thì vô_cùng nhiệt_tình và chu_đáo,2,2,0,0,0,2
5d63ee6a-7d8b-421a-b952-df40710684c3,phòng khá đẹp và sạch_sẽ không_gian ổn giá hợp_lý,2,0,0,0,2,0
c2064ce8-09ad-4e38-b723-28a39914b5c9,phòng ôn_kém dã_man 2 h đêm phòng bên nói_chuyện cười đùa_phòng mình không ngủ dk chăn_gối có tóc cùng khu_vực đó nhiều nhà_nghỉ nên lần sau mình sẽ không quay lại nhà này lễ_tân hôm mình vào m thấy cũng không thân_thiện lắm,1,1,0,0,0,0
537d9fc8-dcec-4cca-a835-0e17e5bc307b,rất dơ trải_nghiệm tệ_hại xe_tải chạy ngoài đường ầm_ầm cả đêm cách_âm rất kém,1,0,0,0,0,0
adcc5cc4-f972-41bb-9440-16da66759f4f,rất tốt lần sau sẽ ở đây mọi người nên đến đây,0,0,0,0,0,2
